"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)" 
HEATING OIL,150317,2015-03-17,022651,NYME,01,022,  378817,   62193,   86661,   65590,  205647,  187683,  333430,  339934,   45387,   38883,  378817,   62193,   86661,   65590,  205647,  187683,  333430,  339934,   45387,   38883,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -6189,   -2785,     933,   -2128,    -114,   -8250,   -5027,   -9445,   -1162,    3256,  100.0,   16.4,   22.9,   17.3,   54.3,   49.5,   88.0,   89.7,   12.0,   10.3,  100.0,   16.4,   22.9,   17.3,   54.3,   49.5,   88.0,   89.7,   12.0,   10.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    181,     40,     47,     55,     81,     80,    159,    150,    181,     40,     47,     55,     81,     80,    159,    150,      0,      0,      0,      0,      0,      0,      0,      0,    13.5,    17.6,    23.4,    28.1,     9.5,    12.3,    16.0,    17.7,    13.5,    17.6,    23.4,    28.1,     9.5,    12.3,    16.0,    17.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022"
HEATING OIL,150310,2015-03-10,022651,NYME,01,022,  385006,   64978,   85728,   67718,  205761,  195933,  338457,  349379,   46549,   35627,  385006,   64978,   85728,   67718,  205761,  195933,  338457,  349379,   46549,   35627,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    9876,   -2634,    2708,    5767,    4600,   -1384,    7733,    7091,    2143,    2785,  100.0,   16.9,   22.3,   17.6,   53.4,   50.9,   87.9,   90.7,   12.1,    9.3,  100.0,   16.9,   22.3,   17.6,   53.4,   50.9,   87.9,   90.7,   12.1,    9.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    192,     45,     48,     55,     82,     82,    164,    154,    192,     45,     48,     55,     82,     82,    164,    154,      0,      0,      0,      0,      0,      0,      0,      0,    12.7,    16.2,    22.1,    27.5,     9.4,    13.5,    15.9,    20.4,    12.7,    16.2,    22.1,    27.5,     9.4,    13.5,    15.9,    20.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022"
HEATING OIL,150303,2015-03-03,022651,NYME,01,022,  375130,   67612,   83020,   61951,  201161,  197317,  330724,  342288,   44406,   32842,  375130,   67612,   83020,   61951,  201161,  197317,  330724,  342288,   44406,   32842,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    6260,     337,   -9036,    4408,    2729,   11876,    7474,    7248,   -1214,    -988,  100.0,   18.0,   22.1,   16.5,   53.6,   52.6,   88.2,   91.2,   11.8,    8.8,  100.0,   18.0,   22.1,   16.5,   53.6,   52.6,   88.2,   91.2,   11.8,    8.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    187,     48,     43,     47,     81,     80,    159,    145,    187,     48,     43,     47,     81,     80,    159,    145,      0,      0,      0,      0,      0,      0,      0,      0,    12.6,    16.1,    21.8,    27.6,     9.9,    14.5,    16.8,    22.3,    12.6,    16.1,    21.8,    27.6,     9.9,    14.5,    16.8,    22.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022"
HEATING OIL,150224,2015-02-24,022651,NYME,01,022,  368870,   67275,   92056,   57543,  198432,  185441,  323250,  335040,   45620,   33830,  368870,   67275,   92056,   57543,  198432,  185441,  323250,  335040,   45620,   33830,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -26796,    1977,   -3042,  -16313,  -13903,   -6307,  -28239,  -25662,    1443,   -1134,  100.0,   18.2,   25.0,   15.6,   53.8,   50.3,   87.6,   90.8,   12.4,    9.2,  100.0,   18.2,   25.0,   15.6,   53.8,   50.3,   87.6,   90.8,   12.4,    9.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    182,     44,     43,     43,     83,     81,    155,    143,    182,     44,     43,     43,     83,     81,    155,    143,      0,      0,      0,      0,      0,      0,      0,      0,    12.8,    16.5,    22.2,    27.7,    10.0,    14.3,    17.2,    23.6,    12.8,    16.5,    22.2,    27.7,    10.0,    14.3,    17.2,    23.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022"
HEATING OIL,150217,2015-02-17,022651,NYME,01,022,  395666,   65298,   95098,   73856,  212335,  191748,  351489,  360702,   44177,   34964,  395666,   65298,   95098,   73856,  212335,  191748,  351489,  360702,   44177,   34964,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1663,    1139,   -6092,   -2527,    -444,    8017,   -1832,    -602,     169,   -1061,  100.0,   16.5,   24.0,   18.7,   53.7,   48.5,   88.8,   91.2,   11.2,    8.8,  100.0,   16.5,   24.0,   18.7,   53.7,   48.5,   88.8,   91.2,   11.2,    8.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    191,     46,     47,     58,     84,     81,    170,    154,    191,     46,     47,     58,     84,     81,    170,    154,      0,      0,      0,      0,      0,      0,      0,      0,    12.5,    16.0,    21.6,    27.1,     9.5,    13.6,    16.6,    23.2,    12.5,    16.0,    21.6,    27.1,     9.5,    13.6,    16.6,    23.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022"
HEATING OIL,150210,2015-02-10,022651,NYME,01,022,  397329,   64159,  101190,   76383,  212779,  183731,  353321,  361304,   44008,   36025,  397329,   64159,  101190,   76383,  212779,  183731,  353321,  361304,   44008,   36025,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   17815,   -3305,   -1957,    7791,   11811,   12202,   16297,   18036,    1518,    -221,  100.0,   16.1,   25.5,   19.2,   53.6,   46.2,   88.9,   90.9,   11.1,    9.1,  100.0,   16.1,   25.5,   19.2,   53.6,   46.2,   88.9,   90.9,   11.1,    9.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    188,     47,     49,     53,     80,     78,    160,    153,    188,     47,     49,     53,     80,     78,    160,    153,      0,      0,      0,      0,      0,      0,      0,      0,    13.8,    16.1,    23.7,    27.0,     9.6,    12.8,    17.0,    21.0,    13.8,    16.1,    23.7,    27.0,     9.6,    12.8,    17.0,    21.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022"
HEATING OIL,150203,2015-02-03,022651,NYME,01,022,  379514,   67464,  103147,   68592,  200968,  171529,  337024,  343268,   42490,   36246,  379514,   67464,  103147,   68592,  200968,  171529,  337024,  343268,   42490,   36246,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -13100,    -922,    3371,   -3889,   -7782,  -11299,  -12593,  -11817,    -507,   -1283,  100.0,   17.8,   27.2,   18.1,   53.0,   45.2,   88.8,   90.4,   11.2,    9.6,  100.0,   17.8,   27.2,   18.1,   53.0,   45.2,   88.8,   90.4,   11.2,    9.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    186,     47,     49,     53,     77,     77,    154,    153,    186,     47,     49,     53,     77,     77,    154,    153,      0,      0,      0,      0,      0,      0,      0,      0,    13.4,    15.7,    22.8,    26.2,     9.8,    12.8,    17.4,    20.5,    13.4,    15.7,    22.8,    26.2,     9.8,    12.8,    17.4,    20.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022"
HEATING OIL,150127,2015-01-27,022651,NYME,01,022,  392614,   68386,   99776,   72481,  208750,  182828,  349617,  355085,   42997,   37529,  392614,   68386,   99776,   72481,  208750,  182828,  349617,  355085,   42997,   37529,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   15135,   -1286,   -1565,    2028,   10331,   15035,   11073,   15498,    4062,    -363,  100.0,   17.4,   25.4,   18.5,   53.2,   46.6,   89.0,   90.4,   11.0,    9.6,  100.0,   17.4,   25.4,   18.5,   53.2,   46.6,   89.0,   90.4,   11.0,    9.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    185,     45,     46,     57,     78,     79,    159,    152,    185,     45,     46,     57,     78,     79,    159,    152,      0,      0,      0,      0,      0,      0,      0,      0,    13.7,    15.4,    23.2,    25.7,     9.2,    13.2,    16.5,    20.5,    13.7,    15.4,    23.2,    25.7,     9.2,    13.2,    16.5,    20.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022"
HEATING OIL,150120,2015-01-20,022651,NYME,01,022,  377479,   69672,  101341,   70453,  198419,  167793,  338544,  339587,   38935,   37892,  377479,   69672,  101341,   70453,  198419,  167793,  338544,  339587,   38935,   37892,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3646,    2352,    5298,   -2469,    4125,    1659,    4008,    4488,    -362,    -842,  100.0,   18.5,   26.8,   18.7,   52.6,   44.5,   89.7,   90.0,   10.3,   10.0,  100.0,   18.5,   26.8,   18.7,   52.6,   44.5,   89.7,   90.0,   10.3,   10.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    187,     45,     46,     57,     80,     79,    163,    151,    187,     45,     46,     57,     80,     79,    163,    151,      0,      0,      0,      0,      0,      0,      0,      0,    14.7,    15.6,    23.7,    26.9,    10.4,    13.4,    17.9,    21.1,    14.7,    15.6,    23.7,    26.9,    10.4,    13.4,    17.9,    21.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022"
HEATING OIL,150113,2015-01-13,022651,NYME,01,022,  373833,   67320,   96043,   72922,  194294,  166134,  334536,  335099,   39297,   38734,  373833,   67320,   96043,   72922,  194294,  166134,  334536,  335099,   39297,   38734,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   14589,    5142,    9578,    4550,    4126,    -282,   13818,   13846,     771,     743,  100.0,   18.0,   25.7,   19.5,   52.0,   44.4,   89.5,   89.6,   10.5,   10.4,  100.0,   18.0,   25.7,   19.5,   52.0,   44.4,   89.5,   89.6,   10.5,   10.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    183,     42,     46,     53,     80,     77,    159,    146,    183,     42,     46,     53,     80,     77,    159,    146,      0,      0,      0,      0,      0,      0,      0,      0,    13.1,    15.1,    22.2,    26.5,    10.2,    12.8,    17.2,    20.5,    13.1,    15.1,    22.2,    26.5,    10.2,    12.8,    17.2,    20.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022"
HEATING OIL,150106,2015-01-06,022651,NYME,01,022,  359244,   62178,   86465,   68372,  190168,  166416,  320718,  321253,   38526,   37991,  359244,   62178,   86465,   68372,  190168,  166416,  320718,  321253,   38526,   37991,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   16345,    5863,    1699,    8729,    1954,    4105,   16546,   14533,    -201,    1812,  100.0,   17.3,   24.1,   19.0,   52.9,   46.3,   89.3,   89.4,   10.7,   10.6,  100.0,   17.3,   24.1,   19.0,   52.9,   46.3,   89.3,   89.4,   10.7,   10.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    181,     43,     43,     53,     76,     75,    156,    142,    181,     43,     43,     53,     76,     75,    156,    142,      0,      0,      0,      0,      0,      0,      0,      0,    11.4,    15.1,    20.6,    25.6,    10.2,    12.6,    17.3,    20.4,    11.4,    15.1,    20.6,    25.6,    10.2,    12.6,    17.3,    20.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022"
HEATING OIL,161227,2016-12-27,022651,NYME,01,022 ,  439089,   95230,   47004,   73007,  220122,  290924,  388359,  410935,   50730,   28154,  439089,   95230,   47004,   73007,  220122,  290924,  388359,  410935,   50730,   28154,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1610,    4963,   -1328,  -15873,    3338,   14473,   -7572,   -2728,    5962,    1118,  100.0,   21.7,   10.7,   16.6,   50.1,   66.3,   88.4,   93.6,   11.6,    6.4,  100.0,   21.7,   10.7,   16.6,   50.1,   66.3,   88.4,   93.6,   11.6,    6.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    196,     57,     30,     58,     89,     91,    177,    155,    196,     57,     30,     58,     89,     91,    177,    155,      0,      0,      0,      0,      0,      0,      0,      0,    12.9,    19.3,    21.0,    31.7,    10.9,    13.1,    17.5,    20.4,    12.9,    19.3,    21.0,    31.7,    10.9,    13.1,    17.5,    20.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,161220,2016-12-20,022651,NYME,01,022 ,  440699,   90267,   48332,   88880,  216784,  276451,  395931,  413663,   44768,   27036,  440699,   90267,   48332,   88880,  216784,  276451,  395931,  413663,   44768,   27036,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -5495,     532,    8180,   -6827,     591,   -6597,   -5704,   -5244,     209,    -251,  100.0,   20.5,   11.0,   20.2,   49.2,   62.7,   89.8,   93.9,   10.2,    6.1,  100.0,   20.5,   11.0,   20.2,   49.2,   62.7,   89.8,   93.9,   10.2,    6.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    207,     56,     36,     67,     93,     93,    190,    165,    207,     56,     36,     67,     93,     93,    190,    165,      0,      0,      0,      0,      0,      0,      0,      0,    12.0,    17.3,    20.5,    28.8,    10.9,    12.6,    17.8,    19.4,    12.0,    17.3,    20.5,    28.8,    10.9,    12.6,    17.8,    19.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,161213,2016-12-13,022651,NYME,01,022 ,  446194,   89735,   40152,   95707,  216193,  283048,  401635,  418907,   44559,   27287,  446194,   89735,   40152,   95707,  216193,  283048,  401635,  418907,   44559,   27287,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   36160,     965,    -144,   11834,   24584,   27520,   37383,   39210,   -1223,   -3050,  100.0,   20.1,    9.0,   21.4,   48.5,   63.4,   90.0,   93.9,   10.0,    6.1,  100.0,   20.1,    9.0,   21.4,   48.5,   63.4,   90.0,   93.9,   10.0,    6.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    202,     56,     36,     67,     84,     92,    179,    165,    202,     56,     36,     67,     84,     92,    179,    165,      0,      0,      0,      0,      0,      0,      0,      0,    12.2,    16.2,    21.1,    27.2,    10.8,    11.3,    17.4,    17.6,    12.2,    16.2,    21.1,    27.2,    10.8,    11.3,    17.4,    17.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,161206,2016-12-06,022651,NYME,01,022 ,  410034,   88770,   40296,   83873,  191609,  255528,  364252,  379697,   45782,   30337,  410034,   88770,   40296,   83873,  191609,  255528,  364252,  379697,   45782,   30337,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   21581,   10381,   -6724,    2912,    2328,   25711,   15621,   21899,    5960,    -318,  100.0,   21.6,    9.8,   20.5,   46.7,   62.3,   88.8,   92.6,   11.2,    7.4,  100.0,   21.6,    9.8,   20.5,   46.7,   62.3,   88.8,   92.6,   11.2,    7.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    198,     55,     34,     67,     83,     87,    178,    160,    198,     55,     34,     67,     83,     87,    178,    160,      0,      0,      0,      0,      0,      0,      0,      0,    13.0,    15.3,    22.2,    25.8,    11.7,    11.5,    18.7,    17.9,    13.0,    15.3,    22.2,    25.8,    11.7,    11.5,    18.7,    17.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,161129,2016-11-29,022651,NYME,01,022 ,  388453,   78389,   47020,   80961,  189281,  229817,  348631,  357798,   39822,   30655,  388453,   78389,   47020,   80961,  189281,  229817,  348631,  357798,   39822,   30655,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -9832,    -269,   -6106,   -3685,   -5582,    1316,   -9536,   -8475,    -296,   -1357,  100.0,   20.2,   12.1,   20.8,   48.7,   59.2,   89.7,   92.1,   10.3,    7.9,  100.0,   20.2,   12.1,   20.8,   48.7,   59.2,   89.7,   92.1,   10.3,    7.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    193,     42,     47,     60,     86,     90,    167,    162,    193,     42,     47,     60,     86,     90,    167,    162,      0,      0,      0,      0,      0,      0,      0,      0,    14.9,    15.1,    25.1,    25.2,    12.9,     9.9,    20.3,    16.0,    14.9,    15.1,    25.1,    25.2,    12.9,     9.9,    20.3,    16.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,161122,2016-11-22,022651,NYME,01,022 ,  398285,   78658,   53126,   84646,  194863,  228501,  358167,  366273,   40118,   32012,  398285,   78658,   53126,   84646,  194863,  228501,  358167,  366273,   40118,   32012,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -5800,    -200,   -1561,    1510,   -7327,   -2576,   -6017,   -2627,     217,   -3173,  100.0,   19.7,   13.3,   21.3,   48.9,   57.4,   89.9,   92.0,   10.1,    8.0,  100.0,   19.7,   13.3,   21.3,   48.9,   57.4,   89.9,   92.0,   10.1,    8.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    203,     47,     47,     67,     89,     93,    180,    172,    203,     47,     47,     67,     89,     93,    180,    172,      0,      0,      0,      0,      0,      0,      0,      0,    14.2,    14.1,    24.7,    24.9,    12.8,     9.7,    20.3,    15.7,    14.2,    14.1,    24.7,    24.9,    12.8,     9.7,    20.3,    15.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,161115,2016-11-15,022651,NYME,01,022 ,  404085,   78858,   54687,   83136,  202190,  231077,  364184,  368900,   39901,   35185,  404085,   78858,   54687,   83136,  202190,  231077,  364184,  368900,   39901,   35185,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   12079,     578,    3851,    7921,    3559,     188,   12058,   11960,      21,     119,  100.0,   19.5,   13.5,   20.6,   50.0,   57.2,   90.1,   91.3,    9.9,    8.7,  100.0,   19.5,   13.5,   20.6,   50.0,   57.2,   90.1,   91.3,    9.9,    8.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    204,     52,     49,     66,     89,     88,    177,    172,    204,     52,     49,     66,     89,     88,    177,    172,      0,      0,      0,      0,      0,      0,      0,      0,    13.8,    15.0,    24.0,    24.7,    12.5,     9.5,    19.4,    15.4,    13.8,    15.0,    24.0,    24.7,    12.5,     9.5,    19.4,    15.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,161108,2016-11-08,022651,NYME,01,022 ,  392006,   78280,   50836,   75215,  198631,  230889,  352126,  356940,   39880,   35066,  392006,   78280,   50836,   75215,  198631,  230889,  352126,  356940,   39880,   35066,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4576,   -3721,    2046,    7902,    3011,  -10943,    7192,    -995,   -2616,    5571,  100.0,   20.0,   13.0,   19.2,   50.7,   58.9,   89.8,   91.1,   10.2,    8.9,  100.0,   20.0,   13.0,   19.2,   50.7,   58.9,   89.8,   91.1,   10.2,    8.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    197,     46,     45,     62,     88,     86,    175,    159,    197,     46,     45,     62,     88,     86,    175,    159,      0,      0,      0,      0,      0,      0,      0,      0,    14.3,    14.8,    24.4,    25.4,    12.7,    10.2,    20.0,    16.5,    14.3,    14.8,    24.4,    25.4,    12.7,    10.2,    20.0,    16.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,161101,2016-11-01,022651,NYME,01,022 ,  387430,   82001,   48790,   67313,  195620,  241832,  344934,  357935,   42496,   29495,  387430,   82001,   48790,   67313,  195620,  241832,  344934,  357935,   42496,   29495,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -25018,    1602,   -4476,   -4889,  -17926,  -14474,  -21213,  -23839,   -3805,   -1179,  100.0,   21.2,   12.6,   17.4,   50.5,   62.4,   89.0,   92.4,   11.0,    7.6,  100.0,   21.2,   12.6,   17.4,   50.5,   62.4,   89.0,   92.4,   11.0,    7.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    196,     50,     42,     64,     86,     87,    171,    163,    196,     50,     42,     64,     86,     87,    171,    163,      0,      0,      0,      0,      0,      0,      0,      0,    13.9,    15.9,    23.9,    27.3,    12.6,    11.8,    20.1,    19.0,    13.9,    15.9,    23.9,    27.3,    12.6,    11.8,    20.1,    19.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
