"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)" 
HEATING OIL,161025,2016-10-25,022651,NYME,01,022 ,  412448,   80399,   53266,   72202,  213546,  256306,  366147,  381774,   46301,   30674,  412448,   80399,   53266,   72202,  213546,  256306,  366147,  381774,   46301,   30674,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -8275,     216,   -1262,   -7110,    1243,   -1418,   -5651,   -9790,   -2624,    1515,  100.0,   19.5,   12.9,   17.5,   51.8,   62.1,   88.8,   92.6,   11.2,    7.4,  100.0,   19.5,   12.9,   17.5,   51.8,   62.1,   88.8,   92.6,   11.2,    7.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    196,     48,     45,     66,     86,     84,    175,    160,    196,     48,     45,     66,     86,     84,    175,    160,      0,      0,      0,      0,      0,      0,      0,      0,    13.8,    16.0,    22.9,    26.6,    12.5,    11.5,    19.7,    18.8,    13.8,    16.0,    22.9,    26.6,    12.5,    11.5,    19.7,    18.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,161018,2016-10-18,022651,NYME,01,022 ,  420723,   80183,   54528,   79312,  212303,  257724,  371798,  391564,   48925,   29159,  420723,   80183,   54528,   79312,  212303,  257724,  371798,  391564,   48925,   29159,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    9193,    4835,    7799,   -1074,    5219,    -355,    8980,    6370,     213,    2823,  100.0,   19.1,   13.0,   18.9,   50.5,   61.3,   88.4,   93.1,   11.6,    6.9,  100.0,   19.1,   13.0,   18.9,   50.5,   61.3,   88.4,   93.1,   11.6,    6.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    197,     52,     41,     63,     89,     85,    177,    158,    197,     52,     41,     63,     89,     85,    177,    158,      0,      0,      0,      0,      0,      0,      0,      0,    13.8,    16.0,    23.2,    26.6,    12.2,    10.8,    19.4,    18.6,    13.8,    16.0,    23.2,    26.6,    12.2,    10.8,    19.4,    18.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,161011,2016-10-11,022651,NYME,01,022 ,  411530,   75348,   46729,   80386,  207084,  258079,  362818,  385194,   48712,   26336,  411530,   75348,   46729,   80386,  207084,  258079,  362818,  385194,   48712,   26336,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   20236,    1482,    -274,   15442,     359,    8684,   17283,   23852,    2953,   -3616,  100.0,   18.3,   11.4,   19.5,   50.3,   62.7,   88.2,   93.6,   11.8,    6.4,  100.0,   18.3,   11.4,   19.5,   50.3,   62.7,   88.2,   93.6,   11.8,    6.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    204,     56,     34,     63,     94,     93,    181,    163,    204,     56,     34,     63,     94,     93,    181,    163,      0,      0,      0,      0,      0,      0,      0,      0,    13.8,    15.9,    24.4,    27.8,    12.1,    10.9,    19.5,    18.9,    13.8,    15.9,    24.4,    27.8,    12.1,    10.9,    19.5,    18.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,161004,2016-10-04,022651,NYME,01,022 ,  391294,   73866,   47003,   64944,  206725,  249395,  345535,  361342,   45759,   29952,  391294,   73866,   47003,   64944,  206725,  249395,  345535,  361342,   45759,   29952,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -7796,    1482,   -6727,   -7015,   -5428,   11841,  -10961,   -1901,    3165,   -5895,  100.0,   18.9,   12.0,   16.6,   52.8,   63.7,   88.3,   92.3,   11.7,    7.7,  100.0,   18.9,   12.0,   16.6,   52.8,   63.7,   88.3,   92.3,   11.7,    7.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    199,     53,     39,     58,     88,     90,    171,    159,    199,     53,     39,     58,     88,     90,    171,    159,      0,      0,      0,      0,      0,      0,      0,      0,    14.5,    14.2,    23.9,    24.7,    13.0,    11.3,    20.7,    18.1,    14.5,    14.2,    23.9,    24.7,    13.0,    11.3,    20.7,    18.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160927,2016-09-27,022651,NYME,01,022 ,  399090,   72384,   53730,   71959,  212153,  237554,  356496,  363243,   42594,   35847,  399090,   72384,   53730,   71959,  212153,  237554,  356496,  363243,   42594,   35847,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1044,    3138,     938,   -7369,    4934,    5523,     703,    -908,   -1747,    -136,  100.0,   18.1,   13.5,   18.0,   53.2,   59.5,   89.3,   91.0,   10.7,    9.0,  100.0,   18.1,   13.5,   18.0,   53.2,   59.5,   89.3,   91.0,   10.7,    9.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    194,     48,     44,     56,     80,     90,    160,    160,    194,     48,     44,     56,     80,     90,    160,    160,      0,      0,      0,      0,      0,      0,      0,      0,    14.9,    14.0,    25.6,    24.6,    12.4,    10.5,    19.5,    16.8,    14.9,    14.0,    25.6,    24.6,    12.4,    10.5,    19.5,    16.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160920,2016-09-20,022651,NYME,01,022 ,  400134,   69246,   52792,   79328,  207219,  232031,  355793,  364151,   44341,   35983,  400134,   69246,   52792,   79328,  207219,  232031,  355793,  364151,   44341,   35983,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   14795,      86,    1162,   11049,     896,     273,   12031,   12484,    2764,    2311,  100.0,   17.3,   13.2,   19.8,   51.8,   58.0,   88.9,   91.0,   11.1,    9.0,  100.0,   17.3,   13.2,   19.8,   51.8,   58.0,   88.9,   91.0,   11.1,    9.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    190,     44,     47,     52,     84,     87,    162,    155,    190,     44,     47,     52,     84,     87,    162,    155,      0,      0,      0,      0,      0,      0,      0,      0,    14.3,    14.8,    25.0,    25.6,    12.5,    11.8,    19.6,    17.8,    14.3,    14.8,    25.0,    25.6,    12.5,    11.8,    19.6,    17.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160913,2016-09-13,022651,NYME,01,022 ,  385339,   69160,   51630,   68279,  206323,  231758,  343762,  351667,   41577,   33672,  385339,   69160,   51630,   68279,  206323,  231758,  343762,  351667,   41577,   33672,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3255,   -2102,   -2253,    3797,    1207,    1324,    2902,    2868,     353,     387,  100.0,   17.9,   13.4,   17.7,   53.5,   60.1,   89.2,   91.3,   10.8,    8.7,  100.0,   17.9,   13.4,   17.7,   53.5,   60.1,   89.2,   91.3,   10.8,    8.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    192,     47,     44,     52,     85,     85,    164,    153,    192,     47,     44,     52,     85,     85,    164,    153,      0,      0,      0,      0,      0,      0,      0,      0,    14.6,    14.3,    24.6,    25.2,    12.8,    11.2,    20.3,    18.5,    14.6,    14.3,    24.6,    25.2,    12.8,    11.2,    20.3,    18.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160906,2016-09-06,022651,NYME,01,022 ,  382084,   71262,   53883,   64482,  205116,  230434,  340860,  348799,   41224,   33285,  382084,   71262,   53883,   64482,  205116,  230434,  340860,  348799,   41224,   33285,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -4990,   -6662,   -2380,    -361,    5607,   -6911,   -1416,   -9652,   -3574,    4662,  100.0,   18.7,   14.1,   16.9,   53.7,   60.3,   89.2,   91.3,   10.8,    8.7,  100.0,   18.7,   14.1,   16.9,   53.7,   60.3,   89.2,   91.3,   10.8,    8.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    195,     47,     49,     55,     81,     84,    164,    155,    195,     47,     49,     55,     81,     84,    164,    155,      0,      0,      0,      0,      0,      0,      0,      0,    13.8,    14.1,    23.3,    24.6,    12.5,    11.5,    20.3,    18.5,    13.8,    14.1,    23.3,    24.6,    12.5,    11.5,    20.3,    18.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160830,2016-08-30,022651,NYME,01,022 ,  387074,   77924,   56263,   64843,  199509,  237345,  342276,  358451,   44798,   28623,  387074,   77924,   56263,   64843,  199509,  237345,  342276,  358451,   44798,   28623,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -15912,    -271,   -1055,   -6022,   -7530,   -6145,  -13823,  -13222,   -2089,   -2690,  100.0,   20.1,   14.5,   16.8,   51.5,   61.3,   88.4,   92.6,   11.6,    7.4,  100.0,   20.1,   14.5,   16.8,   51.5,   61.3,   88.4,   92.6,   11.6,    7.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    194,     53,     40,     56,     85,     84,    172,    151,    194,     53,     40,     56,     85,     84,    172,    151,      0,      0,      0,      0,      0,      0,      0,      0,    13.8,    16.0,    23.0,    27.1,    12.6,    12.8,    20.3,    21.2,    13.8,    16.0,    23.0,    27.1,    12.6,    12.8,    20.3,    21.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160823,2016-08-23,022651,NYME,01,022 ,  402986,   78195,   57318,   70865,  207039,  243490,  356099,  371673,   46887,   31313,  402986,   78195,   57318,   70865,  207039,  243490,  356099,  371673,   46887,   31313,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1911,    6948,     835,  -12243,    3456,   16786,   -1839,    5378,    3750,   -3467,  100.0,   19.4,   14.2,   17.6,   51.4,   60.4,   88.4,   92.2,   11.6,    7.8,  100.0,   19.4,   14.2,   17.6,   51.4,   60.4,   88.4,   92.2,   11.6,    7.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    199,     55,     40,     56,     84,     86,    171,    156,    199,     55,     40,     56,     84,     86,    171,    156,      0,      0,      0,      0,      0,      0,      0,      0,    13.9,    15.6,    23.6,    26.1,    12.6,    10.9,    19.9,    18.9,    13.9,    15.6,    23.6,    26.1,    12.6,    10.9,    19.9,    18.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160816,2016-08-16,022651,NYME,01,022 ,  401075,   71247,   56483,   83108,  203583,  226704,  357938,  366295,   43137,   34780,  401075,   71247,   56483,   83108,  203583,  226704,  357938,  366295,   43137,   34780,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2667,    -877,   -6737,    3978,     835,    8479,    3936,    5720,   -1269,   -3053,  100.0,   17.8,   14.1,   20.7,   50.8,   56.5,   89.2,   91.3,   10.8,    8.7,  100.0,   17.8,   14.1,   20.7,   50.8,   56.5,   89.2,   91.3,   10.8,    8.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    197,     45,     49,     62,     83,     81,    169,    160,    197,     45,     49,     62,     83,     81,    169,    160,      0,      0,      0,      0,      0,      0,      0,      0,    14.2,    14.2,    24.7,    24.7,    12.5,     9.6,    19.9,    16.9,    14.2,    14.2,    24.7,    24.7,    12.5,     9.6,    19.9,    16.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160809,2016-08-09,022651,NYME,01,022 ,  398408,   72124,   63220,   79130,  202748,  218225,  354002,  360575,   44406,   37833,  398408,   72124,   63220,   79130,  202748,  218225,  354002,  360575,   44406,   37833,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    5199,     811,    4636,    8569,   -6125,   -6297,    3255,    6908,    1944,   -1709,  100.0,   18.1,   15.9,   19.9,   50.9,   54.8,   88.9,   90.5,   11.1,    9.5,  100.0,   18.1,   15.9,   19.9,   50.9,   54.8,   88.9,   90.5,   11.1,    9.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    204,     46,     54,     58,     82,     86,    164,    169,    204,     46,     54,     58,     82,     86,    164,    169,      0,      0,      0,      0,      0,      0,      0,      0,    14.2,    13.5,    25.2,    23.7,    12.4,     8.5,    19.3,    15.1,    14.2,    13.5,    25.2,    23.7,    12.4,     8.5,    19.3,    15.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160802,2016-08-02,022651,NYME,01,022 ,  393209,   71313,   58584,   70561,  208873,  224522,  350747,  353667,   42462,   39542,  393209,   71313,   58584,   70561,  208873,  224522,  350747,  353667,   42462,   39542,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   24777,    3255,    3339,   12525,    9060,    6043,   24840,   21907,     -63,    2870,  100.0,   18.1,   14.9,   17.9,   53.1,   57.1,   89.2,   89.9,   10.8,   10.1,  100.0,   18.1,   14.9,   17.9,   53.1,   57.1,   89.2,   89.9,   10.8,   10.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    204,     46,     53,     63,     81,     85,    167,    170,    204,     46,     53,     63,     81,     85,    167,    170,      0,      0,      0,      0,      0,      0,      0,      0,    13.7,    13.7,    23.9,    24.6,    12.3,     8.8,    19.2,    15.7,    13.7,    13.7,    23.9,    24.6,    12.3,     8.8,    19.2,    15.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160726,2016-07-26,022651,NYME,01,022 ,  368432,   68058,   55245,   58036,  199813,  218479,  325907,  331760,   42525,   36672,  368432,   68058,   55245,   58036,  199813,  218479,  325907,  331760,   42525,   36672,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2050,   -2321,   -4347,   -3120,     817,    3260,   -4624,   -4207,    2574,    2157,  100.0,   18.5,   15.0,   15.8,   54.2,   59.3,   88.5,   90.0,   11.5,   10.0,  100.0,   18.5,   15.0,   15.8,   54.2,   59.3,   88.5,   90.0,   11.5,   10.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    197,     47,     43,     57,     86,     91,    166,    164,    197,     47,     43,     57,     86,     91,    166,    164,      0,      0,      0,      0,      0,      0,      0,      0,    14.2,    15.6,    23.2,    26.8,    12.9,    10.4,    20.5,    18.2,    14.2,    15.6,    23.2,    26.8,    12.9,    10.4,    20.5,    18.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160719,2016-07-19,022651,NYME,01,022 ,  370482,   70379,   59592,   61156,  198996,  215219,  330531,  335967,   39951,   34515,  370482,   70379,   59592,   61156,  198996,  215219,  330531,  335967,   39951,   34515,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3453,   -5079,    -827,    1868,   10650,    -896,    7439,     145,   -3986,    3308,  100.0,   19.0,   16.1,   16.5,   53.7,   58.1,   89.2,   90.7,   10.8,    9.3,  100.0,   19.0,   16.1,   16.5,   53.7,   58.1,   89.2,   90.7,   10.8,    9.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    195,     47,     40,     58,     87,     87,    167,    159,    195,     47,     40,     58,     87,     87,    167,    159,      0,      0,      0,      0,      0,      0,      0,      0,    14.2,    15.5,    23.1,    26.3,    12.6,    12.0,    20.2,    19.7,    14.2,    15.5,    23.1,    26.3,    12.6,    12.0,    20.2,    19.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160712,2016-07-12,022651,NYME,01,022 ,  367029,   75458,   60419,   59288,  188346,  216115,  323092,  335822,   43937,   31207,  367029,   75458,   60419,   59288,  188346,  216115,  323092,  335822,   43937,   31207,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -8248,    2104,     846,     514,  -11763,  -12359,   -9145,  -10999,     897,    2751,  100.0,   20.6,   16.5,   16.2,   51.3,   58.9,   88.0,   91.5,   12.0,    8.5,  100.0,   20.6,   16.5,   16.2,   51.3,   58.9,   88.0,   91.5,   12.0,    8.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    190,     46,     41,     57,     81,     83,    161,    153,    190,     46,     41,     57,     81,     83,    161,    153,      0,      0,      0,      0,      0,      0,      0,      0,    13.8,    17.0,    22.2,    28.3,    12.6,    13.2,    20.2,    22.4,    13.8,    17.0,    22.2,    28.3,    12.6,    13.2,    20.2,    22.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160705,2016-07-05,022651,NYME,01,022 ,  375277,   73354,   59573,   58774,  200109,  228474,  332237,  346821,   43040,   28456,  375277,   73354,   59573,   58774,  200109,  228474,  332237,  346821,   43040,   28456,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -6580,    1925,    2995,    -991,   -5970,   -5834,   -5036,   -3830,   -1544,   -2750,  100.0,   19.5,   15.9,   15.7,   53.3,   60.9,   88.5,   92.4,   11.5,    7.6,  100.0,   19.5,   15.9,   15.7,   53.3,   60.9,   88.5,   92.4,   11.5,    7.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    195,     47,     42,     63,     81,     83,    165,    157,    195,     47,     42,     63,     81,     83,    165,    157,      0,      0,      0,      0,      0,      0,      0,      0,    14.5,    19.7,    23.6,    31.2,    12.8,    12.6,    20.2,    21.2,    14.5,    19.7,    23.6,    31.2,    12.8,    12.6,    20.2,    21.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160628,2016-06-28,022651,NYME,01,022 ,  381857,   71429,   56578,   59765,  206079,  234308,  337273,  350651,   44584,   31206,  381857,   71429,   56578,   59765,  206079,  234308,  337273,  350651,   44584,   31206,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -22559,   -3585,   -3578,   -4171,  -10198,  -12548,  -17954,  -20297,   -4605,   -2262,  100.0,   18.7,   14.8,   15.7,   54.0,   61.4,   88.3,   91.8,   11.7,    8.2,  100.0,   18.7,   14.8,   15.7,   54.0,   61.4,   88.3,   91.8,   11.7,    8.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    193,     44,     40,     61,     90,     85,    171,    156,    193,     44,     40,     61,     90,     85,    171,    156,      0,      0,      0,      0,      0,      0,      0,      0,    14.1,    20.1,    23.5,    31.2,    12.0,    11.9,    19.0,    19.3,    14.1,    20.1,    23.5,    31.2,    12.0,    11.9,    19.0,    19.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160621,2016-06-21,022651,NYME,01,022 ,  404416,   75014,   60156,   63936,  216277,  246856,  355227,  370948,   49189,   33468,  404416,   75014,   60156,   63936,  216277,  246856,  355227,  370948,   49189,   33468,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -8191,   -2867,   -3289,   -2476,     -13,   -3989,   -5356,   -9754,   -2835,    1563,  100.0,   18.5,   14.9,   15.8,   53.5,   61.0,   87.8,   91.7,   12.2,    8.3,  100.0,   18.5,   14.9,   15.8,   53.5,   61.0,   87.8,   91.7,   12.2,    8.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    188,     45,     38,     57,     84,     88,    162,    156,    188,     45,     38,     57,     84,     88,    162,    156,      0,      0,      0,      0,      0,      0,      0,      0,    12.9,    20.2,    22.6,    31.7,    11.1,    11.7,    17.7,    18.8,    12.9,    20.2,    22.6,    31.7,    11.1,    11.7,    17.7,    18.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
HEATING OIL,160614,2016-06-14,022651,NYME,01,022 ,  412607,   77881,   63445,   66412,  216290,  250845,  360583,  380702,   52024,   31905,  412607,   77881,   63445,   66412,  216290,  250845,  360583,  380702,   52024,   31905,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -4286,    2039,   -2706,    -307,   -6799,   -3212,   -5067,   -6225,     781,    1939,  100.0,   18.9,   15.4,   16.1,   52.4,   60.8,   87.4,   92.3,   12.6,    7.7,  100.0,   18.9,   15.4,   16.1,   52.4,   60.8,   87.4,   92.3,   12.6,    7.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    191,     48,     38,     63,     85,     86,    167,    160,    191,     48,     38,     63,     85,     86,    167,    160,      0,      0,      0,      0,      0,      0,      0,      0,    12.5,    19.0,    22.2,    30.1,    10.2,    12.4,    16.8,    19.7,    12.5,    19.0,    22.2,    30.1,    10.2,    12.4,    16.8,    19.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)","022651","NYME","022 "
