Market and Exchange Names,As of Date in Form YYMMDD,As of Date in Form YYYY-MM-DD,CFTC Contract Market Code,CFTC Market Code in Initials,CFTC Region Code,CFTC Commodity Code,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Noncommercial Positions-Spreading (All),Commercial Positions-Long (All),Commercial Positions-Short (All), Total Reportable Positions-Long (All),Total Reportable Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Open Interest (Old),Noncommercial Positions-Long (Old),Noncommercial Positions-Short (Old),Noncommercial Positions-Spreading (Old),Commercial Positions-Long (Old),Commercial Positions-Short (Old),Total Reportable Positions-Long (Old),Total Reportable Positions-Short (Old),Nonreportable Positions-Long (Old),Nonreportable Positions-Short (Old),Open Interest (Other),Noncommercial Positions-Long (Other),Noncommercial Positions-Short (Other),Noncommercial Positions-Spreading (Other),Commercial Positions-Long (Other),Commercial Positions-Short (Other),Total Reportable Positions-Long (Other),Total Reportable Positions-Short (Other),Nonreportable Positions-Long (Other),Nonreportable Positions-Short (Other),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Change in Noncommercial-Spreading (All),Change in Commercial-Long (All),Change in Commercial-Short (All),Change in Total Reportable-Long (All),Change in Total Reportable-Short (All),Change in Nonreportable-Long (All),Change in Nonreportable-Short (All),% of Open Interest (OI) (All),% of OI-Noncommercial-Long (All),% of OI-Noncommercial-Short (All),% of OI-Noncommercial-Spreading (All),% of OI-Commercial-Long (All),% of OI-Commercial-Short (All),% of OI-Total Reportable-Long (All),% of OI-Total Reportable-Short (All),% of OI-Nonreportable-Long (All),% of OI-Nonreportable-Short (All),% of Open Interest (OI)(Old),% of OI-Noncommercial-Long (Old),% of OI-Noncommercial-Short (Old),% of OI-Noncommercial-Spreading (Old),% of OI-Commercial-Long (Old),% of OI-Commercial-Short (Old),% of OI-Total Reportable-Long (Old),% of OI-Total Reportable-Short (Old),% of OI-Nonreportable-Long (Old),% of OI-Nonreportable-Short (Old),% of Open Interest (OI) (Other),% of OI-Noncommercial-Long (Other),% of OI-Noncommercial-Short (Other),% of OI-Noncommercial-Spreading (Other),% of OI-Commercial-Long (Other),% of OI-Commercial-Short (Other),% of OI-Total Reportable-Long (Other),% of OI-Total Reportable-Short (Other),% of OI-Nonreportable-Long (Other),% of OI-Nonreportable-Short (Other),Traders-Total (All),Traders-Noncommercial-Long (All),Traders-Noncommercial-Short (All),Traders-Noncommercial-Spreading (All),Traders-Commercial-Long (All),Traders-Commercial-Short (All),Traders-Total Reportable-Long (All),Traders-Total Reportable-Short (All),Traders-Total (Old),Traders-Noncommercial-Long (Old),Traders-Noncommercial-Short (Old),Traders-Noncommercial-Spreading (Old),Traders-Commercial-Long (Old),Traders-Commercial-Short (Old),Traders-Total Reportable-Long (Old),Traders-Total Reportable-Short (Old),Traders-Total (Other),Traders-Noncommercial-Long (Other),Traders-Noncommercial-Short (Other),Traders-Noncommercial-Spreading (Other),Traders-Commercial-Long (Other),Traders-Commercial-Short (Other),Traders-Total Reportable-Long (Other),Traders-Total Reportable-Short (Other),Concentration-Gross LT = 4 TDR-Long (All),Concentration-Gross LT =4 TDR-Short (All),Concentration-Gross LT =8 TDR-Long (All),Concentration-Gross LT =8 TDR-Short (All),Concentration-Net LT =4 TDR-Long (All),Concentration-Net LT =4 TDR-Short (All),Concentration-Net LT =8 TDR-Long (All),Concentration-Net LT =8 TDR-Short (All),Concentration-Gross LT =4 TDR-Long (Old),Concentration-Gross LT =4 TDR-Short (Old),Concentration-Gross LT =8 TDR-Long (Old),Concentration-Gross LT =8 TDR-Short (Old),Concentration-Net LT =4 TDR-Long (Old),Concentration-Net LT =4 TDR-Short (Old),Concentration-Net LT =8 TDR-Long (Old),Concentration-Net LT =8 TDR-Short (Old),Concentration-Gross LT =4 TDR-Long (Other),Concentration-Gross LT =4 TDR-Short(Other),Concentration-Gross LT =8 TDR-Long (Other),Concentration-Gross LT =8 TDR-Short(Other),Concentration-Net LT =4 TDR-Long (Other),Concentration-Net LT =4 TDR-Short (Other),Concentration-Net LT =8 TDR-Long (Other),Concentration-Net LT =8 TDR-Short (Other),Contract Units,CFTC Contract Market Code (Quotes),CFTC Market Code in Initials (Quotes),CFTC Commodity Code (Quotes)
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,191126,2019-11-26,111659,NYME,1,111,397582,157410,70806,61636,155806,251452,374852,383894,22730,13688,397582,157410,70806,61636,155806,251452,374852,383894,22730,13688,0,0,0,0,0,0,0,0,0,0,-26448,12004,2341,-10721,-28117,-13511,-26834,-21891,386,-4557,100,39.6,17.8,15.5,39.2,63.2,94.3,96.6,5.7,3.4,100,39.6,17.8,15.5,39.2,63.2,94.3,96.6,5.7,3.4,0,0,0,0,0,0,0,0,0,0,266,94,39,76,81,105,212,195,266,94,39,76,81,105,212,195,0,0,0,0,0,0,0,0,14.6,20,23.4,31.5,13.2,16.5,20.8,24.6,14.6,20,23.4,31.5,13.2,16.5,20.8,24.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,191119,2019-11-19,111659,NYME,1,111,424030,145406,68465,72357,183923,264963,401686,405785,22344,18245,424030,145406,68465,72357,183923,264963,401686,405785,22344,18245,0,0,0,0,0,0,0,0,0,0,34226,3204,451,6857,23757,24941,33818,32249,408,1977,100,34.3,16.1,17.1,43.4,62.5,94.7,95.7,5.3,4.3,100,34.3,16.1,17.1,43.4,62.5,94.7,95.7,5.3,4.3,0,0,0,0,0,0,0,0,0,0,263,88,47,77,82,104,213,195,263,88,47,77,82,104,213,195,0,0,0,0,0,0,0,0,13.8,17.2,22.5,28.1,12.3,13.4,19.1,20,13.8,17.2,22.5,28.1,12.3,13.4,19.1,20,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,191112,2019-11-12,111659,NYME,1,111,389804,142202,68014,65500,160166,240022,367868,373536,21936,16268,389804,142202,68014,65500,160166,240022,367868,373536,21936,16268,0,0,0,0,0,0,0,0,0,0,3166,-6686,-872,2855,8721,223,4890,2206,-1724,960,100,36.5,17.4,16.8,41.1,61.6,94.4,95.8,5.6,4.2,100,36.5,17.4,16.8,41.1,61.6,94.4,95.8,5.6,4.2,0,0,0,0,0,0,0,0,0,0,264,84,50,73,83,107,209,196,264,84,50,73,83,107,209,196,0,0,0,0,0,0,0,0,14.8,16.1,24.4,26.9,14,13.1,21.4,19.8,14.8,16.1,24.4,26.9,14,13.1,21.4,19.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,191105,2019-11-05,111659,NYME,1,111,386638,148888,68886,62645,151445,239799,362978,371330,23660,15308,386638,148888,68886,62645,151445,239799,362978,371330,23660,15308,0,0,0,0,0,0,0,0,0,0,5193,1052,2092,5700,-1254,-1586,5498,6206,-305,-1013,100,38.5,17.8,16.2,39.2,62,93.9,96,6.1,4,100,38.5,17.8,16.2,39.2,62,93.9,96,6.1,4,0,0,0,0,0,0,0,0,0,0,263,86,48,67,82,104,207,188,263,86,48,67,82,104,207,188,0,0,0,0,0,0,0,0,14.8,16.9,23.8,28.3,14,14,21,21.2,14.8,16.9,23.8,28.3,14,14,21,21.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,191029,2019-10-29,111659,NYME,1,111,381445,147836,66794,56945,152699,241385,357480,365124,23965,16321,381445,147836,66794,56945,152699,241385,357480,365124,23965,16321,0,0,0,0,0,0,0,0,0,0,7403,20181,1067,-5803,-8441,15118,5937,10382,1466,-2979,100,38.8,17.5,14.9,40,63.3,93.7,95.7,6.3,4.3,100,38.8,17.5,14.9,40,63.3,93.7,95.7,6.3,4.3,0,0,0,0,0,0,0,0,0,0,266,94,46,71,86,104,215,195,266,94,46,71,86,104,215,195,0,0,0,0,0,0,0,0,15.8,17.4,25.5,27.3,14.3,13.4,21.6,20.2,15.8,17.4,25.5,27.3,14.3,13.4,21.6,20.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,191022,2019-10-22,111659,NYME,1,111,374042,127655,65727,62748,161140,226267,351543,354742,22499,19300,374042,127655,65727,62748,161140,226267,351543,354742,22499,19300,0,0,0,0,0,0,0,0,0,0,3477,4014,875,2073,-4580,-342,1507,2606,1970,871,100,34.1,17.6,16.8,43.1,60.5,94,94.8,6,5.2,100,34.1,17.6,16.8,43.1,60.5,94,94.8,6,5.2,0,0,0,0,0,0,0,0,0,0,258,88,49,73,81,108,205,200,258,88,49,73,81,108,205,200,0,0,0,0,0,0,0,0,16.4,15.1,25.8,25.2,15.1,11.5,22.9,17.8,16.4,15.1,25.8,25.2,15.1,11.5,22.9,17.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,191015,2019-10-15,111659,NYME,1,111,370565,123641,64852,60675,165720,226609,350036,352136,20529,18429,370565,123641,64852,60675,165720,226609,350036,352136,20529,18429,0,0,0,0,0,0,0,0,0,0,19049,5606,-960,-1314,14667,22220,18959,19946,90,-897,100,33.4,17.5,16.4,44.7,61.2,94.5,95,5.5,5,100,33.4,17.5,16.4,44.7,61.2,94.5,95,5.5,5,0,0,0,0,0,0,0,0,0,0,264,84,51,80,88,106,214,204,264,84,51,80,88,106,214,204,0,0,0,0,0,0,0,0,17.9,14.7,27.8,23.4,15.6,10.4,23.3,16.5,17.9,14.7,27.8,23.4,15.6,10.4,23.3,16.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,191008,2019-10-08,111659,NYME,1,111,351516,118035,65812,61989,151053,204389,331077,332190,20439,19326,351516,118035,65812,61989,151053,204389,331077,332190,20439,19326,0,0,0,0,0,0,0,0,0,0,12153,-1169,-982,4014,10692,7211,13537,10243,-1384,1910,100,33.6,18.7,17.6,43,58.1,94.2,94.5,5.8,5.5,100,33.6,18.7,17.6,43,58.1,94.2,94.5,5.8,5.5,0,0,0,0,0,0,0,0,0,0,254,82,48,78,85,100,206,197,254,82,48,78,85,100,206,197,0,0,0,0,0,0,0,0,18.4,12.8,28.1,21.8,15.9,10,24.4,16.4,18.4,12.8,28.1,21.8,15.9,10,24.4,16.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,191001,2019-10-01,111659,NYME,1,111,339363,119204,66794,57975,140361,197178,317540,321947,21823,17416,339363,119204,66794,57975,140361,197178,317540,321947,21823,17416,0,0,0,0,0,0,0,0,0,0,-31743,95,4151,-10668,-24167,-26678,-34740,-33195,2997,1452,100,35.1,19.7,17.1,41.4,58.1,93.6,94.9,6.4,5.1,100,35.1,19.7,17.1,41.4,58.1,93.6,94.9,6.4,5.1,0,0,0,0,0,0,0,0,0,0,251,81,47,75,85,103,203,195,251,81,47,75,85,103,203,195,0,0,0,0,0,0,0,0,18.9,13.2,28.4,22.7,16.8,11,25.3,17.9,18.9,13.2,28.4,22.7,16.8,11,25.3,17.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190924,2019-09-24,111659,NYME,1,111,371106,119109,62643,68643,164528,223856,352280,355142,18826,15964,371106,119109,62643,68643,164528,223856,352280,355142,18826,15964,0,0,0,0,0,0,0,0,0,0,-19169,1046,-4239,-7639,-10509,-9104,-17102,-20982,-2067,1813,100,32.1,16.9,18.5,44.3,60.3,94.9,95.7,5.1,4.3,100,32.1,16.9,18.5,44.3,60.3,94.9,95.7,5.1,4.3,0,0,0,0,0,0,0,0,0,0,263,84,45,87,96,108,223,208,263,84,45,87,96,108,223,208,0,0,0,0,0,0,0,0,17,13,26.3,22.3,14.9,10.7,22.4,17.5,17,13,26.3,22.3,14.9,10.7,22.4,17.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190917,2019-09-17,111659,NYME,1,111,390275,118063,66882,76282,175037,232960,369382,376124,20893,14151,390275,118063,66882,76282,175037,232960,369382,376124,20893,14151,0,0,0,0,0,0,0,0,0,0,2971,4134,2199,2836,-6096,1237,874,6272,2097,-3301,100,30.3,17.1,19.5,44.8,59.7,94.6,96.4,5.4,3.6,100,30.3,17.1,19.5,44.8,59.7,94.6,96.4,5.4,3.6,0,0,0,0,0,0,0,0,0,0,264,78,54,86,92,108,217,211,264,78,54,86,92,108,217,211,0,0,0,0,0,0,0,0,18.2,13.3,27.5,22.6,14.2,10.1,21.2,16.5,18.2,13.3,27.5,22.6,14.2,10.1,21.2,16.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190910,2019-09-10,111659,NYME,1,111,387304,113929,64683,73446,181133,231723,368508,369852,18796,17452,387304,113929,64683,73446,181133,231723,368508,369852,18796,17452,0,0,0,0,0,0,0,0,0,0,529,2609,123,-4095,2538,7077,1052,3105,-523,-2576,100,29.4,16.7,19,46.8,59.8,95.1,95.5,4.9,4.5,100,29.4,16.7,19,46.8,59.8,95.1,95.5,4.9,4.5,0,0,0,0,0,0,0,0,0,0,252,75,57,85,86,102,209,205,252,75,57,85,86,102,209,205,0,0,0,0,0,0,0,0,18.4,13.6,27.9,23.1,14,9.4,21.2,15.5,18.4,13.6,27.9,23.1,14,9.4,21.2,15.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190903,2019-09-03,111659,NYME,1,111,386775,111320,64560,77541,178595,224646,367456,366747,19319,20028,386775,111320,64560,77541,178595,224646,367456,366747,19319,20028,0,0,0,0,0,0,0,0,0,0,-3212,-7493,6278,6154,-2059,-17418,-3398,-4986,186,1774,100,28.8,16.7,20,46.2,58.1,95,94.8,5,5.2,100,28.8,16.7,20,46.2,58.1,95,94.8,5,5.2,0,0,0,0,0,0,0,0,0,0,258,77,60,86,85,100,207,211,258,77,60,86,85,100,207,211,0,0,0,0,0,0,0,0,18.5,13.2,28.9,22.7,13.8,8.9,20.3,14.5,18.5,13.2,28.9,22.7,13.8,8.9,20.3,14.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190827,2019-08-27,111659,NYME,1,111,389987,118813,58282,71387,180654,242064,370854,371733,19133,18254,389987,118813,58282,71387,180654,242064,370854,371733,19133,18254,0,0,0,0,0,0,0,0,0,0,-13631,1897,1033,-6606,-8853,-9098,-13562,-14671,-69,1040,100,30.5,14.9,18.3,46.3,62.1,95.1,95.3,4.9,4.7,100,30.5,14.9,18.3,46.3,62.1,95.1,95.3,4.9,4.7,0,0,0,0,0,0,0,0,0,0,258,83,54,91,85,102,218,205,258,83,54,91,85,102,218,205,0,0,0,0,0,0,0,0,16.2,15.3,26.6,25.7,13.9,9.6,21.3,15.3,16.2,15.3,26.6,25.7,13.9,9.6,21.3,15.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190820,2019-08-20,111659,NYME,1,111,403618,116916,57249,77993,189507,251162,384416,386404,19202,17214,403618,116916,57249,77993,189507,251162,384416,386404,19202,17214,0,0,0,0,0,0,0,0,0,0,-8271,-5151,-2853,5470,-6970,-10193,-6651,-7576,-1620,-695,100,29,14.2,19.3,47,62.2,95.2,95.7,4.8,4.3,100,29,14.2,19.3,47,62.2,95.2,95.7,4.8,4.3,0,0,0,0,0,0,0,0,0,0,261,79,52,92,85,111,218,211,261,79,52,92,85,111,218,211,0,0,0,0,0,0,0,0,16,14.4,26.6,24.1,13.4,9.4,21,15.9,16,14.4,26.6,24.1,13.4,9.4,21,15.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190813,2019-08-13,111659,NYME,1,111,411889,122067,60102,72523,196477,261355,391067,393980,20822,17909,411889,122067,60102,72523,196477,261355,391067,393980,20822,17909,0,0,0,0,0,0,0,0,0,0,2582,-9174,-654,6110,7853,-1018,4789,4438,-2207,-1856,100,29.6,14.6,17.6,47.7,63.5,94.9,95.7,5.1,4.3,100,29.6,14.6,17.6,47.7,63.5,94.9,95.7,5.1,4.3,0,0,0,0,0,0,0,0,0,0,262,83,53,91,88,111,220,214,262,83,53,91,88,111,220,214,0,0,0,0,0,0,0,0,18.4,14.4,29.1,24.3,13.8,9.6,21.3,16.2,18.4,14.4,29.1,24.3,13.8,9.6,21.3,16.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190806,2019-08-06,111659,NYME,1,111,409307,131241,60756,66413,188624,262373,386278,389542,23029,19765,409307,131241,60756,66413,188624,262373,386278,389542,23029,19765,0,0,0,0,0,0,0,0,0,0,23539,-3476,1271,15246,13345,4781,25115,21298,-1576,2241,100,32.1,14.8,16.2,46.1,64.1,94.4,95.2,5.6,4.8,100,32.1,14.8,16.2,46.1,64.1,94.4,95.2,5.6,4.8,0,0,0,0,0,0,0,0,0,0,254,86,45,92,79,104,212,206,254,86,45,92,79,104,212,206,0,0,0,0,0,0,0,0,18.6,14.7,29,24.9,14.4,9.6,22.5,16.8,18.6,14.7,29,24.9,14.4,9.6,22.5,16.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190730,2019-07-30,111659,NYME,1,111,385768,134717,59485,51167,175279,257592,361163,368244,24605,17524,385768,134717,59485,51167,175279,257592,361163,368244,24605,17524,0,0,0,0,0,0,0,0,0,0,-23029,-1233,-2593,-7540,-13629,-13047,-22402,-23180,-627,151,100,34.9,15.4,13.3,45.4,66.8,93.6,95.5,6.4,4.5,100,34.9,15.4,13.3,45.4,66.8,93.6,95.5,6.4,4.5,0,0,0,0,0,0,0,0,0,0,249,83,41,83,83,102,206,199,249,83,41,83,83,102,206,199,0,0,0,0,0,0,0,0,17.3,13.9,27.5,24.4,14.6,10.3,23.5,18.2,17.3,13.9,27.5,24.4,14.6,10.3,23.5,18.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190723,2019-07-23,111659,NYME,1,111,408797,135950,62078,58707,188908,270639,383565,391424,25232,17373,408797,135950,62078,58707,188908,270639,383565,391424,25232,17373,0,0,0,0,0,0,0,0,0,0,3789,-9767,-3664,-1328,15683,8895,4588,3903,-799,-114,100,33.3,15.2,14.4,46.2,66.2,93.8,95.8,6.2,4.2,100,33.3,15.2,14.4,46.2,66.2,93.8,95.8,6.2,4.2,0,0,0,0,0,0,0,0,0,0,263,92,40,88,91,104,225,204,263,92,40,88,91,104,225,204,0,0,0,0,0,0,0,0,16.2,12.7,26.4,23.4,13.4,9.8,21.5,17.4,16.2,12.7,26.4,23.4,13.4,9.8,21.5,17.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190716,2019-07-16,111659,NYME,1,111,405008,145717,65742,60035,173225,261744,378977,387521,26031,17487,405008,145717,65742,60035,173225,261744,378977,387521,26031,17487,0,0,0,0,0,0,0,0,0,0,24973,5298,1665,9996,6053,12080,21347,23741,3626,1232,100,36,16.2,14.8,42.8,64.6,93.6,95.7,6.4,4.3,100,36,16.2,14.8,42.8,64.6,93.6,95.7,6.4,4.3,0,0,0,0,0,0,0,0,0,0,250,88,40,78,84,101,212,190,250,88,40,78,84,101,212,190,0,0,0,0,0,0,0,0,15.5,12.6,25.6,23.7,13.1,11,20.6,19.9,15.5,12.6,25.6,23.7,13.1,11,20.6,19.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190709,2019-07-09,111659,NYME,1,111,380035,140419,64077,50039,167172,249664,357630,363780,22405,16255,380035,140419,64077,50039,167172,249664,357630,363780,22405,16255,0,0,0,0,0,0,0,0,0,0,7397,1168,3378,2676,3089,381,6933,6435,464,962,100,36.9,16.9,13.2,44,65.7,94.1,95.7,5.9,4.3,100,36.9,16.9,13.2,44,65.7,94.1,95.7,5.9,4.3,0,0,0,0,0,0,0,0,0,0,259,89,42,80,89,102,218,196,259,89,42,80,89,102,218,196,0,0,0,0,0,0,0,0,16.1,12.8,25.5,23.5,13.8,11.5,21.4,20.6,16.1,12.8,25.5,23.5,13.8,11.5,21.4,20.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190702,2019-07-02,111659,NYME,1,111,372638,139251,60699,47363,164083,249283,350697,357345,21941,15293,372638,139251,60699,47363,164083,249283,350697,357345,21941,15293,0,0,0,0,0,0,0,0,0,0,5692,4538,8258,1393,-1448,-2802,4483,6849,1209,-1157,100,37.4,16.3,12.7,44,66.9,94.1,95.9,5.9,4.1,100,37.4,16.3,12.7,44,66.9,94.1,95.9,5.9,4.1,0,0,0,0,0,0,0,0,0,0,255,91,36,75,91,105,213,194,255,91,36,75,91,105,213,194,0,0,0,0,0,0,0,0,15.9,13.1,25.4,23.9,14.3,11.6,21.5,20.3,15.9,13.1,25.4,23.9,14.3,11.6,21.5,20.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190625,2019-06-25,111659,NYME,1,111,366946,134713,52441,45970,165531,252085,346214,350496,20732,16450,366946,134713,52441,45970,165531,252085,346214,350496,20732,16450,0,0,0,0,0,0,0,0,0,0,-5797,10366,1218,-15731,854,10694,-4511,-3819,-1286,-1978,100,36.7,14.3,12.5,45.1,68.7,94.4,95.5,5.6,4.5,100,36.7,14.3,12.5,45.1,68.7,94.4,95.5,5.6,4.5,0,0,0,0,0,0,0,0,0,0,259,96,39,90,90,99,225,200,259,96,39,90,90,99,225,200,0,0,0,0,0,0,0,0,15.1,13.9,24.3,24.2,14.1,11.1,20.7,19.1,15.1,13.9,24.3,24.2,14.1,11.1,20.7,19.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190618,2019-06-18,111659,NYME,1,111,372743,124347,51223,61701,164677,241391,350725,354315,22018,18428,372743,124347,51223,61701,164677,241391,350725,354315,22018,18428,0,0,0,0,0,0,0,0,0,0,-416,-1227,-2057,6631,-5485,-5576,-81,-1002,-335,586,100,33.4,13.7,16.6,44.2,64.8,94.1,95.1,5.9,4.9,100,33.4,13.7,16.6,44.2,64.8,94.1,95.1,5.9,4.9,0,0,0,0,0,0,0,0,0,0,251,84,38,89,85,100,213,197,251,84,38,89,85,100,213,197,0,0,0,0,0,0,0,0,14.1,13.1,23.7,23.1,13.2,10,19.4,17.3,14.1,13.1,23.7,23.1,13.2,10,19.4,17.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190611,2019-06-11,111659,NYME,1,111,373159,125574,53280,55070,170162,246967,350806,355317,22353,17842,373159,125574,53280,55070,170162,246967,350806,355317,22353,17842,0,0,0,0,0,0,0,0,0,0,2316,-5633,-1023,3926,5718,-2991,4011,-88,-1695,2404,100,33.7,14.3,14.8,45.6,66.2,94,95.2,6,4.8,100,33.7,14.3,14.8,45.6,66.2,94,95.2,6,4.8,0,0,0,0,0,0,0,0,0,0,253,87,40,86,84,100,213,196,253,87,40,86,84,100,213,196,0,0,0,0,0,0,0,0,13.9,13.2,22.9,22.7,12.8,10.3,19.1,17.4,13.9,13.2,22.9,22.7,12.8,10.3,19.1,17.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190604,2019-06-04,111659,NYME,1,111,370843,131207,54303,51144,164444,249958,346795,355405,24048,15438,370843,131207,54303,51144,164444,249958,346795,355405,24048,15438,0,0,0,0,0,0,0,0,0,0,-20183,-5252,-3092,3143,-17497,-19099,-19606,-19048,-577,-1135,100,35.4,14.6,13.8,44.3,67.4,93.5,95.8,6.5,4.2,100,35.4,14.6,13.8,44.3,67.4,93.5,95.8,6.5,4.2,0,0,0,0,0,0,0,0,0,0,256,89,39,83,86,106,212,199,256,89,39,83,86,106,212,199,0,0,0,0,0,0,0,0,14.7,13.6,24.2,23,13.1,10,20.2,18.1,14.7,13.6,24.2,23,13.1,10,20.2,18.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE,190528,2019-05-28,111659,NYME,1,111,391026,136459,57395,48001,181941,269057,366401,374453,24625,16573,391026,136459,57395,48001,181941,269057,366401,374453,24625,16573,0,0,0,0,0,0,0,0,0,0,-30446,-9723,-1817,-15903,-3609,-14101,-29235,-31821,-1211,1375,100,34.9,14.7,12.3,46.5,68.8,93.7,95.8,6.3,4.2,100,34.9,14.7,12.3,46.5,68.8,93.7,95.8,6.3,4.2,0,0,0,0,0,0,0,0,0,0,263,89,42,91,92,108,227,208,263,89,42,91,92,108,227,208,0,0,0,0,0,0,0,0,12.9,15,22.1,24.3,12,9.7,18.9,17.5,12.9,15,22.1,24.3,12,9.7,18.9,17.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS)",111659,NYME,111
